orgNumber,name,website
994495895,"OSM BERGEN CEMENT AS","www.kgjs.no"
994501208,"HALV TANK AS","www.anto.no"
994501275,"INNOVATION CONSULTING AS","www.innovationconsulting.no"
994495925,"KGJ BULK HOLDING AS","www.kgjs.no"
994498800,"BECKHOFF AUTOMATION AS","www.beckhoff.no"
994503324,"GEOSENSE SA","www.geosense.no"
994499610,"ZYSTM AS","www.zystm.no"
994495496,"REKREA ROM LEA KRUSE","www.dobb.no"
994495534,"BERGENSHUS AS","www.bergenshus.no"
994495933,"OSM BERGEN TANK AS","www.kgjs.no"
994510762,"ANNIKA SYLTE","www.annika.no"
994510827,"TOLKEHUSET AS","skjongmarina.no"
994512587,"DØL EIENDOM AS","www.flexihjem.no"
994512854,"SANDSØY GRUNNEIERLAG SA","www.sandoygrunneierlag.com"
994511637,"FEEDBACKMETRICS AS","www.feedbackmetrics.com"
994512439,"DAG MOE TVEITAN","dag-tveitan.no"
994515586,"SL PRODUKSJON AS","www.slproduksjon.no"
994515950,"YACHTSERVICES AS","www.yachtservices.no"
994516566,"JANAVEIEN AS","www.janaveien.no"
994516019,"SKRIVE HISTORIE MED SJUR JANSEN","www.skrivehistorie.no"
994517619,"ØLVE MONTESSORISKULE SA","olvemontessori.no"
994519611,"FIXEL - DIN ELEKTRIKER PÅ DAGEN AS","www.fixel.no"
994520431,"FRITZNERKVARTALET 1 BORETTSLAG","www.solibo.no"
994524461,"DUBIELZYK","www.dubielzyk.com"
994525174,"OSE AS","www.oseing.no"
994519743,"STRAEN HANDEL AS","www.borabora.no"
994526235,"EIERSEKSJONSSAMEIET STØLSVEGEN 1-3","www.vestbo.no"
994519832,"LEMONTREE AS","www.lemontree.no"
994526413,"KONGSEIK BORETTSLAG","vibbo.no/kongseik"
994527673,"SØRBØEN TORSGARD LANDBRUKSPRODUKTER","www.sorboen.com"
994520830,"NINA SÆTHER LAND DESIGN","www.nina-saether.com"
994517287,"SESSION CITY LADE AS","www.session.no"
994533207,"SELVAAG PROSJEKT AS","www.selvaag.no"
994529544,"TØNSBERG YOGA AS","www.tonsbergyoga.no"
994533320,"BILXTRA ORKANGER AS","www.bilxtra.no"
994533673,"TERNEN BORETTSLAG DAMSGÅRDSSUNDET","www.bob.no"
994535846,"SKOVVEIEN 12 AS","www.merkantilbygg.no"
994529676,"NORDR BOLIG AS","www.nordr.com"
994528998,"STYREBISTAND AS","www.styrebistand.no"
994536788,"VARDAR BOREAS AS","www.vardar.no"
994536923,"NATTLAND BUTIKKEIENDOM AS","www.realforum.no"
994530836,"ODAL BIL AS","www.odalbil.no"
994535528,"HELPING HAND AS","helpinghand.as"
994538063,"AB PLASTO OY LTD NUF","www.plasto.fi"
994538632,"NEBBENES UTVIKLING AS","nebbenes.com"
994536850,"KRYPTON FILM AS","www.kryptonfilm.no"
994531573,"LEIRAVEIEN FORRETNINGSBYGG AS","www.mollereiendom.no"
994540521,"VESTFOLD TRAFIKKOPPLÆRING AS","www.tolvsrødtrafikkskole.no"
994540637,"LOGOMOTIVET AS","www.logomotivet.no"
994541269,"ELVEGÅRDEN EIENDOM AS","www.elvegarden.com"
994540726,"PIXELSYNDIKATET SA","www.pixelsyndikatet.no"
994542672,"AB GOLVABIA","www.golvabia.se"
994544896,"STOLKILEN SA","www.stolkilen.no"
994545337,"HOLMEN GÅRDS OG NATURBARNEHAGE AS","holmen.barnehage.no"
994545906,"BJØRGULFSEN BÅT OG TAKST","www.battakst.com"
994545914,"VIKING OIL & GAS AS","www.vikingoilgas.no"
994545361,"NORDIC OFFICE SUPPLIES AS","www.merkalt.no"
994545949,"SETRE CONSULTING AS","www.setreconsulting.no"
994546074,"DR.ØBAK DA","www.dr-obak.no"
994547852,"MAGSEIS FAIRFIELD AS","www.magseis.com"
994548050,"CHITRA NORDIC AS","www.chitra.no"
994549413,"ORKLA TREBRENSEL AS","www.orkla-trebrensel.no"
994549510,"PARADISE-CITY.NO DA","www.paradise-city.no"
994549545,"FRYDENLUND HAGE","www.usbl.no"
994549685,"OPPDAL HOTELLDRIFT AS","www.skiferhotel.no"
994544136,"LUTELANDET OFFSHORE AS","www.llof.no"
994551167,"SEAGOURMET NORWAY AS","www.seagourmet.no"
994553127,"UNION CAPITAL AS","www.uniongruppen.no"
994546376,"TORVHUSBAKKANE BURETTSLAG","www.vestbo.no"
994545116,"NÆRBYGG AS","www.naerbygg.no"
994559028,"USKADD ANS","www.uskadd.com"
994555839,"X-TRA UTLEIE RAYMOND ANDRE HALVORSEN","www.rhutleie.no"
994559923,"BRIS KONSULT AS","www.briskonsult.no"
994561030,"BECKMEISTER AS","www.beckmeister.no"
994563084,"SAMEIET ELVEGAARDEN","www.obos.no"
994562940,"NK MYREN MASKIN","www.nkmyren.no"
994563858,"WRIGHT GROUP HOLDING AS","www.wright.no"
994563998,"XINVESTOR AS","www.xinvestor.no"
994565613,"DIGRE PROSJEKT DA","www.digreprosjekt.no"
994564099,"AUTOMEDIA AS","www.automedia.as"
994564145,"AGRENIER AS","www.agrenier.no"
994570870,"WINTHER VELVÆRE","www.herbashop.no/aew9"
994571508,"PRESENCE YOGA - Gulbrandsrød","www.tilstede.net"
994573438,"HELSEDESIGN AS","www.helsedesign.no"
994573659,"TASTA VAKTMESTER SERVICE HALLGEIR RINGEN","rottingnorge.com"
994575791,"SKOGSTAD KINETIKS AS","www.kinetiks.no"
994576240,"MEDIEBRUKET AS","mediebruket.no"
994576496,"KAIZIT AS","www.kaizit.com"
994578162,"SENTRUM REISEMEDISIN GRIMSTAD AS","www.reisemedisin.no"
994581139,"SR STORKJØKKEN AS","srstorkjøkken.no"
994581384,"FYND REALITY AS","www.fyndreality.com"
994581635,"ÅVER AS","www.lalmhandverksenter.no"
994586289,"HUSKIES.NO DA","www.huskies.no"
994586432,"VEDPROFFEN DA","www.vedproffen.no"
994586688,"EUFORUM AS","telenorarena.no"
994587110,"FHIRD AS","www.fhird.no"
994581775,"EXENTRA AS","www.exentra.no"
994581813,"EIERSEKSJONSSAMEIET HVALTORVET","www.usbl.no"
994588079,"BOLIGSAMEIET FURUTOPPEN NYBU","www.usbl.no"
994588117,"MOVA AS","www.mova.no"
994588540,"JUST DANCE DA","www.justdance.no"
994582771,"EXPEDITORS INTERNATIONAL NORWAY AS","www.expeditors.com"
994593145,"K BY KAOS AS","www.kbykaos.no"
994600370,"HYBRIDTECH FJELD SOLKRAFTVERK AS","www.hybridtech.no"
994600613,"AMESTO TOP TEMP AS","www.toptemp.no"
994602497,"SYNERGOS AS","www.synergos.no"
994600109,"VESTAVIND OFFSHORE AS","www.vestavindoffshore.no"
994600117,"ASKER VVS AS","www.askervvs.no"
994605798,"CUREZONE PUBLISHING STOJKOVIC","curezone.org"
994597752,"OCEANFJORD AS","oceanfjord.no"
994607286,"VIDO EIENDOM AS","ragde.no"
994602829,"AUTOLEIE ØSTFOLD AS","www.sixt.no"
994608177,"GALLEON EMBEDDED COMPUTING AS","www.galleonembedded.no"
994608509,"STAVANGER ASSET MANAGEMENT AS","www.stavangeram.com"
994608673,"K33 OPERATIONS AS","arcane.no"
994608967,"SAMI GOLLE GALDU DA","www.samigollegaldu.no"
994609106,"SMARTE HYTTER AS","www.smartehytter.no"
994608401,"ROLVSVÅG INDUSTRIHAVN AS","www.rolvsvaag.no"
994609246,"KOMPETANSESENTERET FOR NLP AS","www.kompetansesenteretfornlp.no"
994598627,"STEINKJER UR OG SMYKKER AS","www.bjorklund.no"
994598759,"NORSK HELSENETT SF","www.nhn.no"
994606131,"MENTOR EIENDOM AS","www.hybelutleie.net"
994598996,"CENSEO AS","www.Censeo.no"
994612557,"FLÅTA GÅRD THOR OLAV HOLTE","flaatagaard.no"
994615254,"ONELEMENTS SERVICES EMIL INAUEN","www.emilinauen.ch"
994615181,"OSLO RESSURSSENTER FOR KUNST SA","www.orkpastillen.com"
994618873,"TOBIASSENBRYGGO DA","www.heimehosane.no"
994620053,"BOLIGSAMEIET STEINGRIMS VEI 2-4","www.enqvist.no"
994618520,"ALPHAREG AS","www.alphareg.no"
994622536,"SPORTSLAGER DA","oslosportslager.no"
994622714,"NYTA NUF","www.nyta.no"
994613472,"I-SPORT MOLDE AS","www.intersport.no"
994625047,"B2B SALG AS","b2b.no"
994627287,"KJELL ANDERS TVEDTEN PRO MONTER","www.promonter.no"
994627384,"BEATE ELLINGSEN AS","www.beate-ellingsen.no"
994628577,"PEAB ASFALT NORGE AS","www.peabasfalt.no"
994631993,"ZEM AS","www.zemenergy.com/"
994632140,"ALTA LOGISTICS AS","www.altalogi.no"
994625527,"TRANSPOINT AS","www.transpoint.no"
994632353,"CIAL AS","www.cial.no"
994625683,"TACO KING NORGE AS","www.tacoking.no"
994627570,"FYSIOTRIM1 AS","www.fysiotrim1.com"
994632760,"KJÆR IT","www.webvert.no"
994627074,"KYNDILL AS","kyndill.no"
994629646,"DAESIGN AS","www.daesign.no"
994631551,"OHK PILESTREDET 8 AS","www.hudpleieklinikken.no"
994637282,"SIKKER BEMANNING AS","www.sibe.no"
994637312,"ARENDAL TRENING AS","www.nåtrening.no"
994637487,"RABBEN REAL ESTATE AS","www.rabben.com.au"
994639919,"BRATSETH ENERGY AS","www.bratseth.as"
994641603,"VIKT CONSULTING AS","www.vikt.no"
994641697,"PRESENTWATER AS","presentwater.com"
994641719,"SOLA BYGG AS","solabygg.no"
994642340,"PROBA AS","www.proba.no"
994640402,"LUMENS AS","www.lumens.no"
994638041,"PEOPLE OF NORWAY AS","www.people.no"
994649094,"HALTI KVENKULTURSENTER IKS","www.kvenkultur.no"
994644033,"KUNNSKAPSREISE - KULTURFORMIDLING VED KURS OG REISE Lidvar Nygjerde","www.kunnskapsreise.no"
994649981,"BORGEPARKEN BORETTSLAG","www.pbbl.no"
994641743,"MIGHTYSHIRTS DA","mightyshirts.no"
994656376,"MAXENERGY Tom Arli","www.maxenergy.no"
994657240,"MOYS DA","www.moys.no"
994657275,"DET GLADE HJØRNET AS","www.detgladehjornet.no/"
994662171,"TEE LOVIK Turi Løvik Kirkenes","www.teelovik.com"
994665081,"LINDA SOFIA HÖRNQVIST","www.lindasofia.se"
994662651,"HANESETH AUTOMASJON AS","www.realtech.no"
994667866,"WITZØE FOTKLINIKK","www.witzoe.no"
994667939,"UTLEIEBOLIGER SELJORD DA","www.eiendomsdrift.cc"
994668110,"HT-CLUB AS","www.ht-club.no"
994668420,"FIIZK PROTECTION AS","www.fiizk.com"
994657100,"FRISKGÅRDEN TRONDHEIM AS","www.frisknett.no"
994661272,"SSI SCHÄFER NUF","www.ssi-schaefer.dk"
994658751,"ELESCO MIDT-NORGE AS","www.emn.no"
994668552,"BALCON AS","www.balcon.no"
994668684,"KANON MAJOR ANS","www.soundslike.no"
994668765,"AMCAR FINANS AS","www.amcar.no"
994674072,"SEMATEK, SENTER FOR MATERIALTEKNOLOGI AS","www.sematek.no"
994675273,"IDRETTENS HELSESENTER AS","www.idrettshelse.no"
994674811,"LAB-TECH AS","lab-tech.no"
994677373,"ALLMENNINGSDRIFT ROMERIKE SA","www.romeriks-almenningene.no"
994671510,"STEINBAKK REVISJON AS","steinbakkrevisjon.no"
994678205,"SALOTO AS","www.saloto.no"
994678752,"EPCOM NORGE AS","www.purdialekt.no"
994681133,"SANDBEKKEN 2 BORETTSLAG","www.bori.no"
994680692,"WILLAB GARDEN AB NUF","www.willabgarden.no"
994682903,"NR. 1 TRAFIKKSKOLE AS","www.trafikkskolenr1.no"
994684191,"BILPATRULJEN Rune Olsen","bilpatruljen.no"
994684418,"TROND K. JOHANSEN, BIOFLIS","www.bioflis.com"
994682636,"STAVANGER KIDS SALE KARIN BLAKE GRANÅ","www.stavangerkids.no"
994682695,"RØA IDRETTSKLINIKK AS","www.stabakklinikken.no"
994685090,"POPCORN AS","www.planb.no"
994685996,"LINELLA SERVIETTER AS","www.linella.no"
994690981,"GRILSTADFJÆRA 1 AS","www.koteng.no"
994691201,"GRIMEN TENESTER","www.grimen.com"
994686011,"ATB AS","atb.no"
994687700,"CAMILLA FIGENSCHOU","www.camillafigenschou.no"
994687786,"RODAL KRAFT AS","www.clemenskraft.no"
994692259,"NORANE FRUKTGARD AS","www.sognamost.no"
994687220,"PIRAYASWIM SVØMMESKOLE AS","www.pirayaswim.no"
994692402,"INFRANORD FIBER AS","www.infranord.no"
994692410,"LARVIK UR OG SMYKKER AS","www.bjorklund.no"
994689428,"BEAT TECHNOLOGY AS","www.beat.no"
994697447,"BEDRIFTSBØRSEN AS","www.bedriftsbørsen.no"
994697560,"RED CAT DA","www.christenhjorth.com"
994697552,"UTBYGGING MØRE PROSJEKT AS","www.utbygging.no"
994698001,"GREFSENLYST 14 FUS BARNEHAGE AS","www.fus.no/grefsenlyst"
994697412,"ALVIDA BARANAUSKIENE-AB RENHOLD","www.abrenholdnorge.no"
994691678,"SAMEIET CK PARKEN I","www.vestbo.no"
994698532,"GRØNVOLD ANLEGG","gronvoldanlegg.no"
994698796,"BAMBLE BEGRAVELSESBYRÅ FINMARK","www.kiosterud.no"
994709186,"FREUCHEN IMPORT","www.freuchenimport.no"
994706411,"GRO JACOBSEN","www.sabuni.no"
994709933,"PREEM AKTIEBOLAG","www.preem.se"
994710362,"EIDSVOLL BRYGGE BOLIGSAMEIE","www.eidsvollbrygge.com"
994713744,"RK SERVICE AS","www.rissakraftlag.no"
994713760,"WESKROG AS","www.weskrog.com"
994714120,"BUSKERUD WEB AS","www.buskerudweb.com"
994714244,"SKIBUA HAFJELL SKIUTLEIE AS","www.skibuahafjell.no"
994714260,"BILFOKUS AS","www.bilfokus.no"
994715216,"SØNDRE HANKØ VA SA","www.shva.no"
994715895,"JOBBREISE.NO DA","www.jobbreise.no"
994726137,"KOMPANI KAKTUS DA","www.kompanikaktus.no"
994729756,"INDUSTRIAL SILENCE PRODUCTION Roy Nordås Mathisen","dominanz.no"
994727753,"BACK 2 BASIC MASSAGE & TERAPI Inger Lise Gowart-Olsen","www.back2basictherapi.com"
994731246,"EIERSEKSJONSSAMEIET SANDNESPORTEN","www.obos.no"
994731742,"UNO VITA AS","www.unovita.com"
994716972,"SECTION DOWN MUSIC ANS","www.sectiondown.com"
994717448,"MEDVIND INVEST AS","www.medvindinvest.no"
994717030,"JS INVEST Stian Jensen","naturbasert.no"
994729020,"MOSKUS FILM AS","www.moskusfilm.no"
994724029,"ØYEDROPS AS","www.oyedrops.no"
994724118,"CARDINAL CONSULT AS","www.cardinalconsult.no"
994734709,"UTLEIEMEGLEREN DRAMMEN AS","www.utleiemegleren.no"
994734970,"GREPA INDUSTRIER AS","www.sgsc.no"
994734903,"H2 DRONNINGENSGT AS","www.h2.no"
994734962,"BARBER&SONS AS","www.h2.no"
994737813,"RØLDALSTERASSEN AS","www.roldalsterrassen.no"
994737236,"SAMEIET LUNDEHAGEN B 9","www.bate.no"
994739743,"STIV KULING AS","www.stivkuling.no"
994740199,"OFFSHORE KINETICS AS","www.offshorekinetics.no"
994740563,"TSCHUDI BULK TERMINALS AS","www.tschudikirkenes.com"
994744127,"SULITJELMA FJELLANDSBY AS","www.sulitjelma-fjellandsby.no"
994744186,"FRIIS FASHION DA","www.FriisFashion.com"
994744305,"MELKEBAREN BODØ AS","melkebar.no"
994744356,"SANDBERG REGNSKAP AS","www.sandbergregnskap.no"
994744429,"PALFINGER MARINE SAFETY AS","www.palfinger.com"
994745433,"AB ØKONOMI AS","www.abutvikling.no"
994745891,"ERGO BIBAMUS IRINA HASLE","www.igraservice.com"
994752227,"JMLMUSIC Johan Modahl Leiva","www.jmlmusic.no"
994751530,"ESPIRA FJELLSENDEN AS","www.fjellsenden.espira.no"
994753959,"JABE EIGEDOM AS","www.svs.no"
994751980,"BRILLIANT BEMANNING AS","www.brilliantbemanning.no"
994756575,"GØRIL ROSTAD CANDMANGT","candmangt.no"
994758721,"LARUAN AS","www.laruan.no"
994764632,"TRONDHEIM CRUISE NETWORK MID-NORWAY SA","www.trondheimhavn.no"
994759213,"TYR GROUP AS","www.tyrgroup.no"
994767607,"OBTINEO I AS","www.raederbing.no"
994768212,"XIB GROUP AS","www.xibgroup.com"
994758918,"SAMEIET FÆSTER BRYGGE","www.vestbo.no"
994769170,"HG-BYGG AS","www.hg-bygg.no"
994769421,"MMP CONSULTING AS","www.mmp.no"
994773496,"EXHALE HAMAR TRENINGSSENTER AS","www.exhalehamar.no"
994776460,"GAASA AS","www.gaasa.no"
994773224,"TENTIPI NORGE AS","www.tentipi.no"
994773283,"POWERBINETTKURS.NO ESPEN SCHEI","www.powerbinettkurs.no"
994774689,"HUNSRØDSKOGEN BORETTSLAG","usbl.no"
994780824,"JTG ARKITEKTER AS","www.jtgarkitekter.no"
994785125,"SKJERVUM MEDIA","www.skjervum.no"
994786148,"LILLETUNEVEIEN 3 AS","www.ragde.no"
994785354,"TAILWIND AS","www.markets.no"
994787934,"MAREL SALMON A/S","www.marel.dk"
994787985,"VOLLENE SENIORSENTER BORETTSLAG","www.arendalboligbyggelag.no"
994790781,"WESSEL AS","www.generatorsolutions.no"
994791516,"BARBOGEN CONSULTING","www.barconsulting.no"
994791907,"BOLIGSAMEIET DALSBERGSTIEN 4 A","www.norian.no"
994785419,"JPT AS","www.jptas.no"
994798510,"POMPDELUX NO AS","www.pompdelux.com/nb_no"
994796372,"KRAGERØVEIEN 520 AS","arbor.no"
994798952,"HOLMEN BRYGGE EIENDOM AS","www.hbarendal.no"
994796887,"BB SUPPORTER AS","www.bube.no"
994799355,"EIERSEKSJONSSAMEIET MADLAPARKEN","www.obos.no"
994796658,"PROTOMEK AS","www.protomek.com"
994801600,"CHONG HOLDING AS","www.sakee.no"
994801546,"VEGA REISER AS","www.vegareiser.no"
994802100,"SAMEIET SOFIERO","www.enqvist.no"
994800302,"SIGURD YTRE-ARNE","sigurdytrearne.tumblr.com"
994794388,"DAZZLING ACCESSORIES V/HANS CHU","www.dazzling.no"
994795864,"HAVKRAFT AS","www.havkraft.no"
994802526,"KRANENTREPRENØREN AS","www.minikran.no"
994802313,"EURO COMLEX NORGE NUF","www.eurocomplex.net"
994806793,"BUTIKKDRIFT ERIK KLIPPENBERG","www.7-eleven.no"
994807951,"HAVNABERG PARK BORETTSLAG","www.vestbo.no"
994807609,"APURGO AS","www.apurgo.com"
994808214,"BREIMYRA 18 AS","www.nmi.as"
994812688,"UNMO IKT AS","www.unmo.no"
994804235,"ZEMANTIQ NUF","www.zemantiq.com"
994813560,"AKTIV-IT AS","www.aktiv-it.no"
994820281,"TAKSTOPPDRAG AS","www.takstoppdrag.no"
994818090,"HC SELLEBAKK AS","www.haircuts.no"
994818120,"ENERI FORLAG David Jensen","www.eneri.no"
994823930,"FIXR DA","www.fixr.no"
994824066,"OPTIMAL NORGE AS","www.optimalnorge.no"
994818694,"REISEGIGANTEN AS","reisegiganten.no"
994825011,"KIILTOCLEAN AS","www.antibac.no"
994830007,"ATLANTIS OIL AS","www.atlantisoil.no"
994827189,"MG NÆRING RUGTVEDT AS","www.mestergruppen.no"
994827626,"TASTATORE AS","www.tastatore.no"
994830511,"BRYGGERIKVARTALET UR OG SMYKKER AS","www.bjorklund.no"
994830724,"FLUDIEL Leidulf Eike","www.fludiel.no"
994827839,"AB TRAFIKKSENTER AS","www.abtrafikksenter.no"
994830104,"BOOZT FASHION AB NUF","www.boozt.com"
994830783,"RESEARCH AND ANALYSIS OF MEDIA IN NORWAY AS","www.rampanel.com"
994831437,"JADAHSTUDIO ØYVIND NÆSS","www.jadahstudio.com"
994830139,"BOOZT FASHION AB","www.boozt.com"
994832107,"FIRST FONDENE AS","www.firstfondene.no"
994833499,"KILEBYGDA MONTESSORISKOLE SA","www.kilebygdamontessoriskole.no"
994830546,"DYRLEGEN PÅ JEVNAKER AS","www.jvet.no"
994835602,"YES SPORT OG PROFIL AS","www.yesprofil.no"
994841432,"BYGG & MAL AS","www.byggogmal.com"
994841440,"MARENLUNDVEIEN 5 AS","www.ragde.no"
994841270,"BLOWTECH GT AS","www.blowtechgroup.com"
994841092,"MORTEN HÅKONSEN KNIVMAKER","www.mhkniv.no"
994842544,"WE CONSULT Wenche Aarseth","www.weconsult.no"
994843133,"TOTTEM AS","www.tottem.no"
994843184,"AUTOFINISH ANS","www.autofinish.no"
994842714,"FITNESS24SEVEN AS","www.fitness24seven.com"
994846418,"PRIMESOURCE AS","www.primesource.no"
994846434,"BEDRIFTS IT AS","www.bedriftsit.no"
994837346,"ARCTIC OFFSHORE INTERNATIONAL AS","www.arctic.com"
994837540,"HAGEPLEIE.NO AS","hagepleie.no"
994836390,"VITAL HUDKLINIKK AS","www.vitalhudklinikk.no"
994835866,"FROGNER HOUSE APARTMENTS AS","www.frognerhouse.no"
994847783,"OLAUG S.P. AANERUD","www.olaug.pedersen.marykaynorway.no"
994851144,"BAKKELY EIGEDOM AS","visitfjellstrand.no"
994847198,"KONZEPT DESIGN - LINE ENGER NYGAARD","www.konzeptdesign.no"
994847368,"QVÆNBRYGG AS","www.qvenbrygg.no"
994852787,"WHISPR GROUP NORGE AS","www.whisprgroup.com"
994853503,"AGNES 2 AS","www.sjoparken.no"
994853643,"AGNES 1 AS","www.sjoparken.no"
994853694,"MINEL KREATIV ELEKTRO SKI AS","minel.no"
994853651,"KLOSS HOLD AS","WWW.KLOSSHOLD.NO"
994853678,"MINEL KREATIV ELEKTRO ASKIM AS","minel.no"
994847872,"SAMEIET ROSENBORG PARK B1","www.rosenborgpark.no"
994848399,"BORETTSLAGET SVERDRUPSGATE 17","www.usbl.no"
994849816,"BORETTSLAGET MARIDALSVEIEN 256","www.norian.no"
994848445,"SCHOUSLEGENE DA","www.schouslegene.no"
994855387,"AD UNDAS AS","www.ad-undas.no"
994860275,"EDHOLMEN MARINA AS","www.edholmenmarina.no"
994858963,"GENGS VERKSTED FOR SYKLER AS","www.gengsykkel.no"
994866028,"HALLINGDAL HOTELLDRIFT AS","www.thonhotels.no"
994859161,"LØNNINGSVEGEN 2 AS","www.midgardgruppen.no"
994860445,"IMPACTO AS","www.impacto.no"
994859668,"SINOTEC NUF","www.sinotec.no"
994871749,"ALPHA OSTEOPATI DA","www.alphaosteopati.no"
994870793,"CITY SIGHTSEEING BERGEN AS","www.stromma.no"
994871226,"STATKRAFT BRASIL AS","statkraft.no"
994870831,"MULTI OPPUSSING AS","www.norhygiene.no"
994874659,"MILJØRINGEN SA","www.uvdal.no"
994871331,"BEG INVEST AS","www.boligeiendom.as"
994870343,"NETTALLIANSEN AS","www.nettalliansen.no"
994876295,"VARME- OG KJØLESYSTEMER AS","www.revarmeteknikk.no"
994871005,"TRANSPACKET AS","www.transpacket.com"
994877003,"ASTAR AS","ragde.no"
994877526,"BJERKA NÆRINGSPARK AS","nordvik-eiendom.no"
994871439,"PROFILA AS","www.profila.no"
994867970,"LYNX MANAGEMENT DA","www.lynxlaw.no"
994872222,"BEKKESETH AS","www.bekkeseth.no"
994868160,"REISEBAZAAR AS","www.reisebazaar.no"
994871692,"LEXOW INVEST AS","www.lexow.no"
994871668,"CASA MURILO ANS","www.casamurilo.com"
994877968,"CREATIVE TECHNOLOGY RESEARCH AS","www.arego.no"
994881183,"EIERSEKSJONSSAMEIET OSTERHAUSGATA 23-25","www.osloleilighet.no"
994881744,"NORSK VANNTEKNOLOGI AS","www.bacsan.no"
994882597,"DICA PROFIL & YRKESKLÆR AS","www.dica.no"
994882570,"ME2U Line Kristensen","www.me2u.no"
994882015,"BERGEN OG OMEGN RØR OG ELEKTRO AS","www.vvseksperten.no/rorlegger/bergen/bergen-og-omegn-ror-og-elektro-as"
994882813,"ANKER STI HOLDING AS","anker.oslo.no"
994881078,"LOVISENBERG DIAKONALE HØGSKOLE AS","www.ldh.no"
994883348,"TRUDVANG NOTODDEN BORETTSLAG","www.notodden.bbl.no"
994878271,"SCREENCANCER AS","www.screencancer.com"
994887203,"CONSORT AS","www.consort.no"
994887327,"A2MEDIA AS","www.a2media.no"
994887742,"HAMRIN","www.hamrin.no"
994889397,"BLISSIO LIMITED NUF","blissio.no"
994887580,"PM TELEMARK AS","www.privatmegleren.no"
994888439,"NIDAROS ØYEKLINIKK AS","nidarosoyeklinikk.no"
994888455,"MIRAGE TRAVEL SOLUTIONS DA","www.miragetravelsolutions.no"
994889133,"ENTREPRENØRFIRMAET ØSTERGAARD VEJLE A/S","www.oestergaardas.dk"
994888013,"FOTOGRAF EIDSMO MELHUS AS","www.fotografeidsmo.no"
994894390,"KJØRPENT AS","www.kjørpent.no"
994894706,"HYGIENEGRUPPEN AS","www.hygienegruppen.no"
994888072,"GK SOLUTION AS","www.gk-import.no"
994889192,"SPIRHED NORWAY AS","www.spirhed.com"
994895079,"REISEGNISTER AS","www.reisegnister.no"
994895370,"NÆRE AS","www.nære.no"
994890840,"HOVINMOEN UTVIKLING AS","www.oslologistikkparkgardermoen.no"
994888935,"VÆKERØVEIEN 114 AS","www.ragde.no"
994896571,"ØVERDAL STUTTERI DA","www.vojehestene.com"
994896784,"MIRMORAX AS","www.mirmorax.com"
994901362,"GRÅN AS","www.graan.no"
994900560,"RV INVEST AS","www.bilhusetmongstad.no"
994905821,"WELONDA NORWAY AS","www.welonda.no"
994905864,"ANETTE SJØBERG","www.anette.sjoberg.marykaynorway.no"
994906348,"IBSEN REISER AS","www.ibsenreiser.no"
994906577,"NÆRØYSUNDET KYSTSERVICE AS","www.moen.no"
994906909,"GJØTEN BORETTSLAG","norian.no/eiendomsforvaltning"
994900285,"CENIUM SCANDINAVIA AS","www.cenium.com"
994901206,"LYCAMOBILE NORWAY LIMITED NUF","www.lyca-mobile.no"
994908200,"SAMEIET NORDAHL BRUNS GATE 7","www.alletall.no"
994910272,"MOTORHUSET RANA AS","www.sjofritid.no"
994910728,"RV EIENDOM AS","www.bilhusetmongstad.no"
994910353,"ENATA EIENDOM AS","www.enata.no"
994909002,"BIKRAM YOGA OSLO AS","www.byo.no"
994911422,"MACHINE PRODUCTS STORKJØKKEN AS","www.mpstorkjokken.no"
994915053,"NYWEB AS","www.nyweb.no"
994911619,"TØMRERMESTER LARS KNUTSEN","www.LarsKnutsen.no"
994916181,"INDEX NORDIC AB","www.index.traub.se"
994916149,"INDEX NORDIC AB NUF","www.index-traub.no"
994918117,"SØREIDE SKOLE AS","www.mallingco.no"
994913212,"SAMEIET WALDEMAR'S PARK","www.obos.no"
994913514,"SOFT SERTIFISERING AS","www.ttsoft.no"
994911031,"RUBB INTERNATIONAL AS","www.rubb.no"
994911171,"LYNGBAKKEN KONTORSENTER AS","www.lyngbakken.no"
994911112,"HABY GRØNLIVEIEN 3 AS","www.haby.no"
994920839,"SANNERGATA 32 TOMTESELSKAP AS","www.fredensborg.no"
994920928,"TORVGATA 10 AS","www.fredensborg.no"
994922130,"REN SOLAR AS","www.rensolar.no"
994922726,"THOTH AS","www.thoth.no"
994924273,"IMMUNOPHARMA AS","www.immunopharma.net"
994926160,"E. SKOGESAL REGNSKAP","www.skogesal.no"
994926101,"ALKEMIX AS","www.alkemix.no"
994920588,"SINSENVEIEN 56-70 TOMTESELSKAP AS","www.fredensborg.no"
994931075,"HÅKENSTUEN DRIFT AS","barnasgard.no"
994932098,"TROMSØ FISKEINDUSTRI AS","www.trofico.no"
994931105,"SAMEIET DÆLENENGGATA 40","www.fredensborg.no"
994931539,"SAMEIET CHRISTIESGATE 19","www.fredensborg.no"
994928678,"BJERKE TERRASSE EIERSEKSJONSSAMEIE","www.usbl.no"
994932772,"ARTISTI AS","www.artisti.no"
994933787,"TURNÉTEATRET I TRØNDELAG AS","turneteatret.no"
994934546,"JAMARKA INVEST DA","www.jami.no"
994934570,"DEKON HOLDING AS","www.dekon.no"
994930494,"TRONSTAD BEDRIFTSTJENESTER","www.sttr.no"
994928244,"ERGOTEST INNOVATION AS","www.ergotest.com"
